video_id,likes_mean,likes_std,view_mean,views_std,comment_mean,comment_std,dislike_mean,dislike_std,subscribes
GZuXraB0afg,2.883300304412842,0.3160201609134674,3.7399790287017822,0.22422602772712708,1.3062080144882202,0.4435502588748932,0.5181747674942017,0.33855900168418884,6.619093330626743
SEBk9-KOtgM,3.2254815101623535,0.0,4.043440818786621,0.0,1.6690068244934082,0.0,0.5228787064552307,0.0,6.619093330626743
h2_F5Lzn6SU,1.284791111946106,0.20156770944595337,2.7985239028930664,0.12819789350032806,2.1390511989593506,1.1781443357467651,1.4709547758102417,1.4192802906036377,6.20682587603185
a0V3Zo2S0HM,0.492351233959198,1.0060172080993652,1.3041375875473022,0.12507957220077515,1.3041375875473022,0.12507957220077515,1.2283470630645752,0.3645663261413574,6.20682587603185
UyKs_yvSITk,1.8001905679702759,0.1334410458803177,3.5531184673309326,0.11558020114898682,1.5921683311462402,1.8295270204544067,0.16062584519386292,0.2940179407596588,6.20682587603185
DOnmTaYw-_M,1.1543762683868408,0.23910057544708252,2.7769954204559326,0.1305413842201233,2.3800997734069824,0.8744543194770813,2.160421133041382,1.0652523040771484,6.20682587603185
RO_3Ck2zXnM,0.5496419668197632,0.29538673162460327,2.3436992168426514,0.10630080848932266,2.163512945175171,0.6335340142250061,1.8102991580963135,0.9960070252418518,6.20682587603185
kFKdj1Wtrfo,0.6168304085731506,0.2908455431461334,2.3354928493499756,0.12767794728279114,2.1574220657348633,0.6357192397117615,1.7325466871261597,1.0982860326766968,6.338456493604605
Qx0nfUncvCk,1.7112336158752441,0.1716470867395401,3.2888474464416504,0.12302685528993607,1.3354233503341675,1.5881775617599487,0.7599412202835083,1.4130321741104126,6.338456493604605
CmCIis88Va8,0.09785175323486328,0.29223957657814026,1.7417120933532715,0.13254663348197937,1.7417120933532715,0.13254663348197937,1.7417120933532715,0.13254663348197937,6.338456493604605
Y-UYo7bcUyo,0.4839318096637726,0.7036250233650208,1.8510664701461792,0.11454258859157562,1.8510664701461792,0.11454258859157562,1.8510664701461792,0.11454258859157562,6.338456493604605
iuDUNJRzTfQ,1.5837184190750122,0.6813768148422241,1.1423522233963013,0.1516237109899521,1.1423522233963013,0.1516237109899521,1.1423522233963013,0.1516237109899521,6.338456493604605
fDGKTSndxeQ,3.6618878841400146,0.31570032238960266,4.935605525970459,0.29246786236763,2.051184892654419,0.3293984532356262,1.7245140075683594,0.40714070200920105,6.715167357848458
3Pxm0kVEW0E,2.6432788372039795,0.15753400325775146,3.9484918117523193,0.14105868339538574,1.1099879741668701,0.18299995362758636,0.7784174680709839,0.2595581114292145,6.715167357848458
f6vrDG3xmDs,2.0561563968658447,0.15625926852226257,3.4655861854553223,0.1238422840833664,0.23361411690711975,0.2836431562900543,0.23679818212985992,0.2742561399936676,6.715167357848458
Z2ff-GIYuRY,1.7103288173675537,0.1660013645887375,3.257554531097412,0.10380207002162933,0.5446785092353821,0.8571807146072388,0.37266257405281067,0.9285162091255188,6.715167357848458
y-obv6m7MOE,2.942429542541504,0.03714399412274361,4.164385795593262,0.03638400509953499,1.1415504217147827,0.14679080247879028,0.6078409552574158,0.1826893836259842,6.715167357848458
4b7Pwvj8eCA,2.9962620735168457,0.2967850863933563,4.35962438583374,0.2525654435157776,1.8473416566848755,0.3056904375553131,0.6665270328521729,0.3016379773616791,6.715167357848458
lnWwM-h4Dpg,3.827388048171997,0.25172966718673706,4.8587236404418945,0.15336468815803528,2.67145037651062,0.35103580355644226,1.4148086309432983,0.2646404504776001,6.715167357848458
aSDNuT9ore4,1.6437052488327026,0.16078904271125793,3.285686731338501,0.12995514273643494,0.787834107875824,1.3357247114181519,0.27828454971313477,0.8451955318450928,5.195899652409234
cyh9PAtgEY8,0.12023352831602097,0.26854127645492554,2.071112632751465,0.1666381061077118,2.071112632751465,0.1666381061077118,2.071112632751465,0.1666381061077118,5.195899652409234
B7_JLUS4LQY,0.5600910782814026,0.6423848867416382,2.1792356967926025,0.12566080689430237,2.1792356967926025,0.12566080689430237,2.1792356967926025,0.12566080689430237,5.195899652409234
u_ZMFS5Xd2A,0.5181812644004822,0.549576997756958,2.2293701171875,0.14826670289039612,2.034986734390259,0.5997493267059326,2.034986734390259,0.5997493267059326,5.195899652409234
PdMBS6_n0oY,0.6514561176300049,0.8645426034927368,1.9596225023269653,0.1325894296169281,1.9596225023269653,0.1325894296169281,1.9596225023269653,0.1325894296169281,5.195899652409234
yyziSf6BnsU,0.6450230479240417,0.23010021448135376,2.377519130706787,0.13103801012039185,1.7668532133102417,1.0868521928787231,1.7668532133102417,1.0868521928787231,6.264817823009537
7gDTywG8LPg,0.5229642391204834,0.24596945941448212,2.052753210067749,0.1331818401813507,2.052753210067749,0.1331818401813507,2.052753210067749,0.1331818401813507,6.264817823009537
mVAEXA9M-M4,0.45848315954208374,0.16528257727622986,2.2380783557891846,0.1444995254278183,2.2380783557891846,0.1444995254278183,2.2380783557891846,0.1444995254278183,6.264817823009537
uoaZRxZ9W1A,0.49783140420913696,0.41775596141815186,2.116580009460449,0.14295904338359833,2.116580009460449,0.14295904338359833,1.7696665525436401,0.8476142287254333,6.264817823009537
CYbRR-mSEfI,0.52424556016922,1.0797698497772217,0.9427785277366638,0.16689461469650269,0.8570905923843384,0.2943287491798401,0.8570905923843384,0.2943287491798401,5.371067862271737
0JY0nySRg40,0.5026710033416748,0.5064684152603149,0.8147728443145752,0.21634991466999054,0.8147728443145752,0.21634991466999054,0.8147728443145752,0.21634991466999054,5.371067862271737
8VVv3yfB3P0,0.7034529447555542,0.33177971839904785,0.9514094591140747,0.19650718569755554,0.9514094591140747,0.19650718569755554,0.9514094591140747,0.19650718569755554,5.371067862271737
DmCWuFfRVsk,0.6566041707992554,0.4856383502483368,0.7861852049827576,0.3613642752170563,0.7861852049827576,0.3613642752170563,0.7861852049827576,0.3613642752170563,5.371067862271737
KVjcuddU2-k,0.7861852049827576,0.3613642752170563,0.47811105847358704,0.33269795775413513,0.4278639256954193,0.3512670397758484,0.4278639256954193,0.3512670397758484,4.973127853599698
xeCIirTf9vI,0.2526485323905945,0.3302803635597229,0.5421364307403564,0.30191168189048767,0.5421364307403564,0.30191168189048767,0.5421364307403564,0.30191168189048767,4.973127853599698
HTpRgIfzVx0,0.5421364307403564,0.30191168189048767,0.42338940501213074,0.24926534295082092,0.42338940501213074,0.24926534295082092,0.42338940501213074,0.24926534295082092,4.973127853599698
OrxUfhOCA88,0.395083487033844,0.2736510634422302,0.17006564140319824,0.34540167450904846,0.17006564140319824,0.34540167450904846,0.17006564140319824,0.34540167450904846,4.973127853599698
07K9YylXVo8,0.0979231670498848,0.35715633630752563,0.5898237228393555,0.2516999840736389,0.5898237228393555,0.2516999840736389,0.5898237228393555,0.2516999840736389,4.973127853599698
